category	file	line	pattern_type	message	code	source_crate
Runtime	crates/core/src/runtime.rs	6371	KainError::runtime	Option.unwrap expects no arguments	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6378	KainError::runtime	called Option.{method} on None{message}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6382	KainError::runtime	Option.is_some expects no arguments	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6388	KainError::runtime	Option.is_none expects no arguments	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6394	KainError::runtime	Option.is_some_and expects 1 argument	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6398	KainError::runtime	Method {} not found on Option	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6409	KainError::runtime	Option.map expects 1 argument	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6428	KainError::runtime	Option.and_then expects 1 argument	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6438	KainError::runtime	Option.{method} expects no arguments	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6446	KainError::runtime	Option.take expects no arguments	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6457	KainError::runtime	Option.filter expects 1 argument	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6467	KainError::runtime	Option.filter predicate must return Bool, found {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6479	KainError::runtime	Option.{method} expects 1 argument	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6491	KainError::runtime	Option.{method} expects 1 argument	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6503	KainError::runtime	Option.expect expects exactly one argument	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6506	KainError::runtime	Option.unwrap expects no arguments	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6516	KainError::runtime	called Option.{method} on None{message}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6521	KainError::runtime	Option.is_some expects no arguments	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6527	KainError::runtime	Option.is_none expects no arguments	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6533	KainError::runtime	Option.is_some_and expects 1 argument	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6542	KainError::runtime	Option.is_some_and predicate must return Bool, found {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6553	KainError::runtime	Option.ok_or_else expects 1 argument	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6562	KainError::runtime	Method {} not found on Option	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6571	KainError::runtime	Result.map expects 1 argument	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6586	KainError::runtime	Result.map_err expects 1 argument	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6601	KainError::runtime	Result.unwrap_or expects exactly one argument	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6611	KainError::runtime	Result.{method} expects 1 argument	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6625	KainError::runtime	Result.expect expects exactly one argument	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6628	KainError::runtime	Result.unwrap expects no arguments	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6638	KainError::runtime	called Result.{method} on Err{message}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6643	KainError::runtime	Result.ok expects no arguments	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6657	KainError::runtime	Result.is_ok expects no arguments	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6663	KainError::runtime	Result.is_err expects no arguments	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6667	KainError::runtime	Method {} not found on Result	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6677	KainError::runtime	Array.to_string expects no arguments	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6685	KainError::runtime	Array.is_empty expects no arguments	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6697	KainError::runtime	push expects 1 argument	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6708	KainError::runtime	first expects no arguments	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6718	KainError::runtime	last expects no arguments	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6728	KainError::runtime	pop expects no arguments	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6745	KainError::runtime	binary_search expects 1 argument	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6753	KainError::runtime	Method {} not found on Array	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6762	KainError::runtime	String.to_string expects no arguments	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6770	KainError::runtime	String.is_empty expects no arguments	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6777	KainError::runtime	String.trim expects no arguments	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6783	KainError::runtime	String.to_ascii_lowercase expects no arguments	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6807	KainError::runtime	String.repeat expects a non-negative count	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6813	KainError::runtime	Method {} not found on String	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6821	KainError::runtime	to_string expects no arguments	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	6827	KainError::runtime	Method calls not supported on this type: {:?}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7024	KainError::runtime	Type error: expected Result or Option for ? operator	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7105	KainError::runtime	{name}: expected destination and message	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7155	KainError::runtime	type_name! requires an argument	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7158	KainError::runtime	Unknown macro: {}!	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7196	KainError::runtime	Undefined: {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7222	KainError::runtime	Invalid unary operation	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7250	KainError::runtime	Range index start must evaluate to an Int	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7262	KainError::runtime	Range index end must evaluate to an Int	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7275	KainError::runtime	Invalid array range slice	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7284	KainError::runtime	Invalid string range slice	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7288	KainError::runtime	String range slice must align with UTF-8 boundaries	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7293	KainError::runtime	Range indexing requires an array or string receiver	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7311	KainError::runtime	Index out of bounds: {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7319	KainError::runtime	Index out of bounds: {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7322	KainError::runtime	Index operator requires array/string and int	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7338	KainError::runtime	Struct update syntax requires a struct value, found {:?}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7390	KainError::runtime	Field not found: {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7400	KainError::runtime	Field access on tuple uses unknown field {field}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7405	KainError::runtime	Field access on tuple uses unknown field {field}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7412	KainError::runtime	Tuple field not found: {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7420	KainError::runtime	Actor field not found: {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7429	KainError::runtime	Actor fields not accessible	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7435	KainError::runtime	Field access on host object '{}' is not supported without the Python bridge	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7441	KainError::runtime	Field access on non-struct value: {:?}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7466	KainError::runtime	Unknown actor: {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7632	KainError::runtime	send target must be an actor	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7767	KainError::runtime	teleport source world '{}' does not exist	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7773	KainError::runtime	teleport target world '{}' does not exist	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7780	KainError::runtime	teleport channel name must not be empty	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7979	KainError::runtime	Expression not supported in runtime: {:?}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	7997	KainError::runtime	Function not found: {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8000	KainError::runtime	Argument mismatch: expected {}, got {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8037	KainError::runtime	Closure arg mismatch	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8061	KainError::runtime	Struct constructor for {} expected {} arguments, got {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8076	KainError::runtime	Not a function	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8085	KainError::runtime	Patch not found: {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8087	KainError::runtime	Patch {} expected {} arguments, got {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8122	KainError::runtime	Law not found: {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8124	KainError::runtime	Law {} expected {} arguments, got {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8134	KainError::runtime	Law {} must return Bool at runtime, found {:?}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8144	KainError::runtime	Converge definition not found: {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8147	KainError::runtime	Converge {} expected {} arguments, got {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8192	KainError::runtime	Orchestrate definition not found: {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8195	KainError::runtime	Orchestrate {} expected {} arguments, got {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8230	KainError::runtime	Rust orchestrate stage '{}' must resolve to a native function, found {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8235	KainError::runtime	Rust orchestrate stage '{}' was not registered as a native function	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8244	KainError::runtime	Python orchestrate stage requested but python bridge is not registered	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8269	KainError::runtime	Node orchestrate stage requested but node bridge is not registered	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8343	KainError::runtime	Converge verification failed for {} during {}: selected lane '{}' diverged from spec '{}'	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8431	KainError::runtime	verify random(n) does not support synthesized values for type {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8457	KainError::runtime	verify random(n) does not support synthesized values for type {:?}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8498	KainError::runtime	{} expects exactly one argument	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8505	KainError::runtime	{} expects an Int argument, found {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8515	KainError::runtime	{} expects exactly one argument	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8522	KainError::runtime	{} expects a Float argument, found {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8532	KainError::runtime	{} expects exactly one argument	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8539	KainError::runtime	{} expects a String argument, found {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8560	KainError::runtime	{} does not allow division by zero	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8583	KainError::runtime	{} expects a non-negative Int shift count, found {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8616	KainError::runtime	binary_search does not support {} needles	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	8966	KainError::runtime	Patch replay target '{}' no longer exists at index {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9001	KainError::runtime	{function_name}: {argument_name} must be string	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9004	KainError::runtime	{function_name}: missing argument {argument_name}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9018	KainError::runtime	{function_name}: {argument_name} must be int	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9021	KainError::runtime	{function_name}: missing argument {argument_name}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9036	KainError::runtime	{function_name}: {argument_name} must be number	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9039	KainError::runtime	{function_name}: missing argument {argument_name}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9053	KainError::runtime	{function_name}: {argument_name} must be non-negative	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9082	KainError::runtime	{function_name}: invalid input session {session_id}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9099	KainError::runtime	{function_name}: invalid input session {session_id}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9152	KainError::runtime	{function_name}: {argument_name} must be bool	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9155	KainError::runtime	{function_name}: missing argument {argument_name}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9168	KainError::runtime	{function_name}: unknown filesystem capability '{capability}'	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9186	KainError::runtime	{function_name}: {error}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9196	KainError::runtime	{function_name}: {argument_name} must be Array<Int>	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9207	KainError::runtime	{function_name}: byte at index {byte_index} is outside 0..255	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9210	KainError::runtime	{function_name}: byte at index {byte_index} must be Int	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9238	KainError::runtime	fs_write_bytes_hex: hex string must have an even length	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9259	KainError::runtime	fs_write_bytes_hex: hex string contains a non-hex character	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9274	KainError::runtime	{function_name}: {error}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9505	KainError::runtime	{function_name}: transaction {id} does not exist	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9655	KainError::runtime	Type mismatch in binary operation: {:?} {:?} {:?}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9859	KainError::runtime	Some tests failed: {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/runtime.rs	9904	KainError::runtime	Async timeout: future did not complete	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/types.rs	4467	KainError::runtime	Module item not found during type registration: {}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/src/types.rs	4519	KainError::runtime	Import alias is not supported for item: {:?}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/tests/compiler_owned_intent_test.rs	129	KainError::runtime	{name} expected a single Int argument, found {other:?}	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/tests/compiler_owned_intent_test.rs	140	KainError::runtime	{name} args lock poisoned	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/tests/compiler_owned_intent_test.rs	146	KainError::runtime	{name} args lock poisoned	KAIN-RUNTIME-XXXX	core
Runtime	crates/core/tests/compiler_owned_intent_test.rs	149	KainError::runtime	{name} expected a function name plus Int array args, found {other:?}	KAIN-RUNTIME-XXXX	core
Runtime	crates/crate-ffi/src/extract.rs	65	KainError::runtime	Failed to parse Rust source '{}' for crate FFI extraction: {err}	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/extract.rs	721	KainError::runtime	Filesystem error: {error}	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/generate.rs	51	KainError::runtime	Failed to serialize crate FFI binding report for '{}': {err}	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/generate.rs	98	KainError::runtime	Filesystem error: {error}	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/lib.rs	86	KainError::runtime	Failed to serialize crate FFI report override: {err}	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/lib.rs	113	KainError::runtime	Rust crate FFI is only available in host-backed Kain execution lanes for now	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/lib.rs	175	KainError::runtime	Failed to load Rust crate FFI bridge '{}': {err}	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/lib.rs	182	KainError::runtime	Bridge '{}' is missing symbol '{}': {err}	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/lib.rs	223	KainError::runtime	Failed to run cargo build for Rust crate FFI bridge '{}': {err}	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/lib.rs	229	KainError::runtime	Cargo build failed for Rust crate FFI bridge '{}'	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/lib.rs	235	KainError::runtime	Rust crate FFI bridge build succeeded but '{}' was not produced	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/lib.rs	254	KainError::runtime	Filesystem error: {error}	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/resolve.rs	134	KainError::runtime	Rust crate FFI could not resolve crate '{crate_name}'. Workspace/dependency resolution failed before fallback search: {err}	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/resolve.rs	139	KainError::runtime	Rust crate FFI could not resolve crate '{crate_name}'. Searched: {}	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/resolve.rs	151	KainError::runtime	Rust crate FFI blade discovery failed while resolving '{crate_name}': {err}	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/resolve.rs	234	KainError::runtime	Failed to run rustc -vV: {err}	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/resolve.rs	236	KainError::runtime	Failed to read rustc version information for crate FFI cache key	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/resolve.rs	320	KainError::runtime	--crate-path '{}' does not contain a Cargo.toml	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/resolve.rs	333	KainError::runtime	Cargo metadata for '{}' did not include a root package	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/resolve.rs	411	KainError::runtime	Cargo metadata could not resolve registry crate '{crate_name}' from version '{}'	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/resolve.rs	452	KainError::runtime	Rust crate '{}' does not expose a target that Kain crate FFI can inspect	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/resolve.rs	549	KainError::runtime	Failed to run cargo metadata for '{}': {err}	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/resolve.rs	555	KainError::runtime	cargo metadata failed for '{}': {}	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/resolve.rs	562	KainError::runtime	Failed to parse cargo metadata JSON for '{}': {err}	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/resolve.rs	579	KainError::runtime	Failed to parse KAIN manifest '{}': {err}	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/resolve.rs	592	KainError::runtime	Failed to parse [rust_ffi] in '{}': {err}	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/crate-ffi/src/resolve.rs	659	KainError::runtime	Filesystem error: {error}	KAIN-RUNTIME-XXXX	crate-ffi
Runtime	crates/driver/src/compute_residency.rs	95	KainError::runtime	Failed to create compute residency artifact directory {}: {}	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/compute_residency.rs	105	KainError::runtime	Failed to serialize compute residency bundle for {}: {}	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/compute_residency.rs	111	KainError::runtime	Failed to write compute residency bundle {}: {}	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/compute_residency.rs	124	KainError::runtime	Failed to write compute residency payload {}: {}	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	959	KainError::runtime	Failed to serialize realtime app bundle JSON: {err}	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	1296	KainError::runtime	UE5 Editor target requires ue5 feature	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	1300	KainError::runtime	Target {:?} not enabled. Recompile with appropriate feature flag.	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	1337	KainError::runtime	SPIR-V target requires gpu feature	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	1348	KainError::runtime	CUDA/PTX target requires gpu feature	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	1379	KainError::runtime	WASM target requires web feature	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	1426	KainError::runtime	Hybrid target requires web feature	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	1439	KainError::runtime	Failed to serialize GPU reflection JSON: {err}	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	1485	KainError::runtime	Failed to serialize shader artifact bundle JSON: {err}	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	1516	KainError::runtime	PTX backend emitted no CUDA modules	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	1520	KainError::runtime	Failed to serialize GPU reflection JSON: {err}	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	1535	KainError::runtime	Failed to serialize shader artifact bundle JSON: {err}	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	1557	KainError::runtime	GPU artifact generation requires both gpu and sys features	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	1568	KainError::runtime	GPU artifact generation failed through both the canonical SPIR-V lane and the CUDA-native fallback.\nSPIR-V lane: {err}\nCUDA fallback: {fallback}	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	1579	KainError::runtime	GPU artifact generation requires both gpu and sys features	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	1605	KainError::runtime	Rust shader bundle requested SPIR-V output but gpu feature is disabled	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	1622	KainError::runtime	Rust artifact bundling requires the sys feature	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	1835	KainError::runtime	Failed to read imported frontend module {}: {err}	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	3107	KainError::runtime	Configured root '{}' matched multiple worlds for target {:?}: {}	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	3117	KainError::runtime	Configured root '{}' did not match any component or world	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	3134	KainError::runtime	Multiple worlds declare {} surfaces ({world_names}); pass --root <world-name> to select one explicitly	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	3147	KainError::runtime	No world declares the required '{}' surface for target {:?}	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	3200	KainError::runtime	World '{}' does not declare the required '{}' surface for target {:?}	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	3263	KainError::runtime	Requested active world '{}' was not emitted into the realtime bundle	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	3288	KainError::runtime	Requested active world '{}' was not emitted into the runtime contract bundle	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	3394	KainError::runtime	No prebuilt {runtime_library_file_name} was found for PTX staging. The hot path now prefers cached sidecars and will not silently run cargo. Set {GPU_RUNTIME_LIBRARY_ENV_VAR} to an existing library, stage one under .kain/cache/run/llvm, or set {GPU_RUNTIME_ALLOW_CARGO_BUILD_ENV_VAR}=1 to permit a co	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	3410	KainError::runtime	Failed to create kain-gpu-runtime cargo target directory {}: {}	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	3420	KainError::runtime	Failed to invoke cargo to build kain-gpu-runtime at {}: {}	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	3427	KainError::runtime	kain-gpu-runtime cargo build failed for {}:\n{}\n{}	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	3437	KainError::runtime	Cargo reported success for kain-gpu-runtime but no {} was found in the staged search roots	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	3520	KainError::runtime	Failed to create GPU runtime artifact directory {}: {}	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/lib.rs	3529	KainError::runtime	Failed to copy GPU runtime library {} -> {}: {}	KAIN-RUNTIME-XXXX	driver
Runtime	crates/driver/src/native_app.rs	97	KainError::runtime	Could not locate runtime/native_core_runtime.toml or a compatible runtime/native_runtime.toml	KAIN-RUNTIME-XXXX	driver
