risk_score,file,function,line,operators,alloc_hits,guard_hits,has_cast,expression,reasons
50,net_system.c,abi_net_http_request_complete,275,*,,,0,"const unsigned char* header_end = abi_net_find_http_header_end(bytes, length);",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_http_request_complete,291,+,,,0,while (line_end < header_body_offset && !(bytes[line_end] == '\r' && line_end + 1u < header_body_offset && bytes[line_end + 1u] == '\n')) {,no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,net_system.c,abi_net_index_insert,354,*,,,0,"uint32_t* index_table,",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_find_free_slot_u64,374,*,,,0,"static int abi_net_find_free_slot_u64(uint64_t occupancy_bits, uint64_t valid_mask, uint32_t* out_slot) {",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_copy,476,*,,,0,"static void abi_net_copy(char* destination, size_t capacity, const char* source) {",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_string_from_bytes,541,*,,,0,"static const char* abi_net_string_from_bytes(const unsigned char* bytes, size_t length) {",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_string_from_bytes,552,*,,,0,"kain_rc_set_string_length(output, kain_bounded_text_length((const char*)bytes, length));",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_set_socket_timeout_ms,645,*,,,0,"(void)setsockopt(socket_handle, SOL_SOCKET, SO_RCVTIMEO, (const char*)&timeout, sizeof(timeout));",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_set_socket_timeout_ms,646,*,,,0,"(void)setsockopt(socket_handle, SOL_SOCKET, SO_SNDTIMEO, (const char*)&timeout, sizeof(timeout));",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_send_all,659,*,,,0,"static int abi_net_send_all(SOCKET socket_handle, const unsigned char* bytes, size_t length) {",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_send_all,663,*|+,,,0,"int written = send(socket_handle, (const char*)bytes + sent, chunk, 0);",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_decode_hex,679,*,,,0,"static int abi_net_decode_hex(const char* hex, unsigned char** out_bytes, size_t* out_length) {",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_decode_hex,682,*,,,0,unsigned char* bytes;,no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_decode_hex,683,*,,,0,if (out_bytes) *out_bytes = 0;,no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_decode_hex,684,*,,,0,if (out_length) *out_length = 0u;,no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_decode_hex,698,+,,,0,int low = abi_net_hex_value(hex[index + 1u]);,no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,net_system.c,abi_net_decode_hex,705,*,,,0,if (out_bytes) *out_bytes = bytes;,no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_decode_hex,706,*,,,0,if (out_length) *out_length = length / 2u;,no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_encode_hex,710,*,,,0,"static const char* abi_net_encode_hex(const unsigned char* bytes, size_t length) {",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_append_bytes,729,*,,,0,"static int abi_net_append_bytes(unsigned char** buffer, size_t* length, size_t* capacity, const unsigned char* bytes, size_t byte_count) {",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_append_bytes,730,*,,,0,unsigned char* resized;,no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_alloc_connection,803,<<,,,0,bit = UINT64_C(1) << slot;,no nearby overflow or range guard | shift-based growth math
50,net_system.c,abi_net_alloc_listener,856,<<,,,0,bit = UINT64_C(1) << slot;,no nearby overflow or range guard | shift-based growth math
50,net_system.c,abi_net_alloc_request,911,<<,,,0,bit = UINT64_C(1) << slot;,no nearby overflow or range guard | shift-based growth math
50,net_system.c,abi_net_alloc_response,963,<<,,,0,bit = UINT64_C(1) << slot;,no nearby overflow or range guard | shift-based growth math
50,net_system.c,abi_net_alloc_server,1015,<<,,,0,bit = UINT64_C(1) << slot;,no nearby overflow or range guard | shift-based growth math
50,net_system.c,abi_net_set_header,1040,*,,,0,"static void abi_net_set_header(KainNativeNetHeader* headers, int64_t* header_count, const char* key, const char* value) {",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_set_header,1045,*|+,,,0,for (index = 0; index < *header_count; ++index) {,no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_set_header,1051,*,,,0,if (*header_count >= ABI_NET_MAX_HEADERS) {,no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_find_header,1060,*,,,0,"static const char* abi_net_find_header(const KainNativeNetHeader* headers, int64_t header_count, const char* key) {",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_bind_listener,1177,*,,,0,"setsockopt(socket_handle, SOL_SOCKET, SO_REUSEADDR, (const char*)&yes, sizeof(yes));",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_socket_local_port,1193,*,,,0,"if (getsockname(socket_handle, (struct sockaddr*)&address, &address_length) != 0) {",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_connect_loopback_socket,1216,*,,,0,"if (connect(socket_handle, (struct sockaddr*)&address, sizeof(address)) != 0) {",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_dispatch_route,1267,+,,,0,message.data_size = strlen(request->actor_payload) + 1u;,no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,net_system.c,abi_net_parse_http_request,1290,*,,,0,"static int abi_net_parse_http_request(KainNativeHttpRequest* request, unsigned char* bytes, size_t length) {",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_parse_http_request,1300,*,,,0,const char* content_length_text;,no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_parse_http_request,1379,*,malloc(,abi_net_size_add_overflow|overflow,0,request->body = (unsigned char*)malloc(required_length);,size math feeds allocation or copy sink | multiplication can amplify overflow | pointer or indexed arithmetic
50,net_system.c,abi_net_store_http_response,1425,*,malloc(,abi_net_size_add_overflow|overflow,0,response->body = (unsigned char*)malloc(allocation_size);,size math feeds allocation or copy sink | multiplication can amplify overflow | pointer or indexed arithmetic
50,net_system.c,abi_net_send_raw_http_client,1439,*,,,0,unsigned char* response_bytes = 0;,no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_send_raw_http_client,1496,*,,,0,"int read_count = recv(socket_handle, (char*)buffer, sizeof(buffer), 0);",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_send_raw_http_client,1512,*,,,0,"char* header_end = strstr((char*)response_bytes, ""\r\n\r\n"");",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_send_raw_http_client,1517,*,,,0,unsigned char* body = response_bytes;,no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_send_raw_http_client,1526,*,,,0,"line = strstr((char*)response_bytes, ""\r\n"");",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_send_raw_http_client,1530,*,,,0,"status_code_text = strchr((char*)response_bytes, ' ');",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_send_raw_http_client,1539,*,,,0,abi_net_protocol_from_http_version_token((char*)response_bytes);,no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_tcp_write_hex,1992,*,,,0,unsigned char* bytes = 0;,no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_tcp_close,2017,<<,,,0,g_connection_occupancy_bits &= ~(UINT64_C(1) << slot);,no nearby overflow or range guard | shift-based growth math
50,net_system.c,abi_tcp_listener_close,2031,<<,,,0,g_listener_occupancy_bits &= ~(UINT64_C(1) << slot);,no nearby overflow or range guard | shift-based growth math
50,net_system.c,abi_http_request_set_body_hex,2082,*,,,0,unsigned char* bytes = 0;,no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_http_request_destroy,2230,<<,,,0,g_request_occupancy_bits &= ~(UINT64_C(1) << slot);,no nearby overflow or range guard | shift-based growth math
50,net_system.c,abi_http_response_destroy,2244,<<,,,0,g_response_occupancy_bits &= ~(UINT64_C(1) << slot);,no nearby overflow or range guard | shift-based growth math
50,net_system.c,abi_net_http_server_pump_one,2308,*,,,0,unsigned char* request_bytes = 0;,no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_http_server_pump_one,2322,*,,,0,"int read_count = recv(accepted, (char*)buffer, sizeof(buffer), 0);",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_http_concurrency_request_ok,2437,*|+|-,,,0,"read_count = recv(accepted, (char*)bytes + length, (int)(expected_request_length - length), 0);",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_http_concurrency_server_thread,2475,+,,,0,"abi_net_atomic_store_u64(&ctx->accepted_ready_count, accepted_count + 1u);",no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,net_system.c,abi_net_http_concurrency_server_thread,2915,*,,,0,"static int64_t abi_net_respond_bytes(KainNativeHttpRequest* request, int64_t status_code, const unsigned char* payload, size_t payload_length) {",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_http_concurrency_server_thread,2959,*,,,0,"return abi_net_respond_bytes(request, status_code, (const unsigned char*)text, strlen(text));",no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_http_concurrency_server_thread,2964,*,,,0,unsigned char* bytes = 0;,no nearby overflow or range guard | multiplication can amplify overflow
50,net_system.c,abi_net_http_concurrency_server_thread,2986,<<,,,0,g_server_occupancy_bits &= ~(UINT64_C(1) << slot);,no nearby overflow or range guard | shift-based growth math
50,ownership.c,kain_ownership_pointer_index_slot,94,*,,,0,static uint32_t kain_ownership_pointer_index_slot(const void* ptr) {,no nearby overflow or range guard | multiplication can amplify overflow
50,ownership.c,kain_ownership_index_insert_unlocked,116,*,,,0,"static int kain_ownership_index_insert_unlocked(const void* ptr, int slot) {",no nearby overflow or range guard | multiplication can amplify overflow
50,ownership.c,kain_ownership_index_remove_unlocked,157,*,,,0,"static int kain_ownership_index_remove_unlocked(const void* ptr, int slot) {",no nearby overflow or range guard | multiplication can amplify overflow
50,ownership.c,kain_ownership_find_slot,197,*,,,0,static int kain_ownership_find_slot(const void* ptr) {,no nearby overflow or range guard | multiplication can amplify overflow
50,ownership.c,kain_ownership_find_free_slot,253,*|+,,,0,uint32_t slot = word_index * KAIN_OWNERSHIP_WORD_BITS + bit_index;,no nearby overflow or range guard | multiplication can amplify overflow
50,ownership.c,kain_ownership_helper_slot_from_token_unlocked,282,*,,,0,"static int kain_ownership_helper_slot_from_token_unlocked(const void* ptr, uint16_t slot_token) {",no nearby overflow or range guard | multiplication can amplify overflow
50,ownership.c,kain_ownership_find_helper_slot_unlocked,302,*,,,0,static int kain_ownership_find_helper_slot_unlocked(const void* ptr) {,no nearby overflow or range guard | multiplication can amplify overflow
50,ownership.c,kain_ownership_upsert_unlocked,320,*,,,0,int* out_slot,no nearby overflow or range guard | multiplication can amplify overflow
50,ownership.c,__kain_ownership_register,361,*,,,0,"int __kain_ownership_register(void* ptr, int64_t region_kind, size_t size) {",no nearby overflow or range guard | multiplication can amplify overflow
50,ownership.c,__kain_ownership_register_imported,375,*,,,0,"int __kain_ownership_register_imported(void* ptr, size_t size) {",no nearby overflow or range guard | multiplication can amplify overflow
50,ownership.c,__kain_ownership_register_helper_allocation,389,*,,,0,"int __kain_ownership_register_helper_allocation(void* ptr, size_t size, uint16_t* out_slot_token) {",no nearby overflow or range guard | multiplication can amplify overflow
50,ownership.c,__kain_ownership_helper_allocation_state,429,*,,,0,"int __kain_ownership_helper_allocation_state(const void* ptr, uint16_t slot_token) {",no nearby overflow or range guard | multiplication can amplify overflow
50,ownership.c,kain_ownership_update_unlocked,472,*,,,0,"static int kain_ownership_update_unlocked(void* old_ptr, void* new_ptr, size_t size) {",no nearby overflow or range guard | multiplication can amplify overflow
50,ownership.c,__kain_ownership_update,511,*,,,0,"int __kain_ownership_update(void* old_ptr, void* new_ptr, size_t size) {",no nearby overflow or range guard | multiplication can amplify overflow
50,ownership.c,kain_ownership_decay_slot_unlocked,791,*,,,0,"static int kain_ownership_decay_slot_unlocked(void* ptr, int slot, int reclaim_helper_slot) {",no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_attrition_update_peak,112,*,,,0,"atomic_uint_least64_t* peak_counter,",no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_copy,149,*,,,0,"static void abi_process_copy(char* destination, size_t destination_capacity, const char* source) {",no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_string_from_bytes,195,*,,,0,"kain_rc_set_string_length(output, kain_bounded_text_length((const char*)bytes, length));",no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_index_insert,307,*,,,0,"uint32_t* index_table,",no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_capture_reserve,427,*,,,0,"static int abi_process_capture_reserve(KainNativeProcessCapture* capture, size_t required) {",no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_capture_reserve,428,*,,,0,unsigned char* resized;,no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_capture_reserve,445,*,,,0,next_capacity *= 2u;,no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_capture_append,464,*,,,0,"const unsigned char* bytes,",no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_decode_hex,512,*,,,0,"const char* bytes_hex,",no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_decode_hex,513,*,,,0,"unsigned char** out_bytes,",no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_decode_hex,514,*,,,0,size_t* out_length,no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_encode_hex,549,*,,,0,"static const char* abi_process_encode_hex(const unsigned char* bytes, size_t byte_length) {",no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_release_handle,631,<<,,,0,g_process_occupancy_bits &= ~(UINT64_C(1) << slot);,no nearby overflow or range guard | shift-based growth math
50,process_system.c,abi_process_wide_buffer_reserve,695,*,,,0,wchar_t* resized;,no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_wide_buffer_reserve,714,*,realloc(,overflow,0,"resized = (wchar_t*)realloc(buffer->text, allocation_size);",size math feeds allocation or copy sink | multiplication can amplify overflow | pointer or indexed arithmetic
50,process_system.c,abi_process_wide_buffer_append_text,754,*|+,memcpy(,overflow,0,"memcpy(buffer->text + buffer->length, text, text_length * sizeof(wchar_t));",size math feeds allocation or copy sink | multiplication can amplify overflow | pointer or indexed arithmetic
50,process_system.c,abi_process_utf8_buffer_reserve,774,*,,,0,char* resized;,no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_utf8_buffer_reserve,790,*,realloc(,SIZE_MAX,0,"resized = (char*)realloc(buffer->text, next_capacity);",size math feeds allocation or copy sink | multiplication can amplify overflow | pointer or indexed arithmetic
50,process_system.c,abi_process_utf8_buffer_append_quoted_argument,914,*,,,0,"if (!abi_process_utf8_buffer_append_chars(buffer, '\\', backslash_count * 2u)) {",no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_wide_entry_list_push,975,*,,,0,wchar_t** resized;,no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_wide_entry_list_push,992,*,realloc(,overflow,0,"resized = (wchar_t**)realloc(list->entries, allocation_size);",size math feeds allocation or copy sink | multiplication can amplify overflow | pointer or indexed arithmetic
50,process_system.c,abi_process_wide_entry_list_push,1001,+,,,0,list->count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,process_system.c,abi_process_wide_entry_key_length,1019,*,,,0,static size_t abi_process_wide_entry_key_length(const wchar_t* entry) {,no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_windows_cache_init,1264,*,,,0,9u * sizeof(wchar_t),no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_drain_stream_handle,1375,*,,,0,size_t* out_chunk_length,no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_drain_stream_handle,1422,*,,,0,next_capacity *= 2u;,no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_drain_stream_handle,1430,+,memcpy(,,0,"memcpy(chunk + chunk_length, buffer, bytes_read);",no nearby overflow or range guard | size math feeds allocation or copy sink
50,process_system.c,abi_process_pump_output,1447,*,,,0,"size_t* out_primary_chunk_length,",no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_pump_output,1449,*,,,0,size_t* out_secondary_chunk_length,no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_write_handle_bytes,1639,*,,,0,"const unsigned char* bytes,",no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_spec_create,2202,<<,,,0,bit = UINT64_C(1) << slot;,no nearby overflow or range guard | shift-based growth math
50,process_system.c,abi_process_spec_destroy,2233,<<,,,0,g_spec_occupancy_bits &= ~(UINT64_C(1) << slot);,no nearby overflow or range guard | shift-based growth math
50,process_system.c,abi_process_allocate_slot,2419,*,,,0,static KainNativeProcessHandle* abi_process_allocate_slot(void) {,no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_allocate_slot,2428,<<,,,0,bit = UINT64_C(1) << slot;,no nearby overflow or range guard | shift-based growth math
50,process_system.c,abi_process_write_hex,2833,*,,,0,"const char* bytes_hex,",no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_stdin_write_hex,2889,*,,,0,"int64_t abi_process_stdin_write_hex(int64_t process_id, const char* bytes_hex) {",no nearby overflow or range guard | multiplication can amplify overflow
50,process_system.c,abi_process_pty_write_hex,3174,*,,,0,"int64_t abi_process_pty_write_hex(int64_t process_id, const char* bytes_hex) {",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_copy_cstr,76,*,,,0,"static void realtime_copy_cstr(char* out, size_t out_cap, const char* value) {",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,439,*,,,0,"ZeroMemory(binding, sizeof(*binding));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,715,*,,,0,base_bytes = dispatch_product * 16ull;,no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,719,*,,,0,base_bytes = dispatch_product * 8ull;,no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,724,*,,,0,base_bytes *= 2ull;,no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,726,*,,,0,base_bytes *= 3ull;,no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,848,*,,,0,"ZeroMemory(material, sizeof(*material));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,906,*,,,0,"ZeroMemory(compute, sizeof(*compute));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,992,*,,,0,"int* shader_ref_count,",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,993,*,,,0,"int* vertex_ref_count,",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,994,*,,,0,"int* fragment_ref_count,",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,995,*,,,0,int* compute_ref_count,no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,1054,*,,,0,"ZeroMemory(bundle, sizeof(*bundle));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,1576,*,,,0,"ZeroMemory(resource, sizeof(*resource));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,1648,*,,,0,"ZeroMemory(contract, sizeof(*contract));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,1655,*,,,0,"ZeroMemory(contract, sizeof(*contract));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,1662,*,,,0,"ZeroMemory(schedule, sizeof(*schedule));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,1811,*,,,0,"ZeroMemory(pass, sizeof(*pass));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,1851,*,,,0,"ZeroMemory(pass, sizeof(*pass));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,1891,*,,,0,"ZeroMemory(pass, sizeof(*pass));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,1914,*,,,0,"ZeroMemory(attachment, sizeof(*attachment));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,1934,*,,,0,"ZeroMemory(attachment, sizeof(*attachment));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,1954,*,,,0,"ZeroMemory(attachment, sizeof(*attachment));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,1989,*,,,0,"ZeroMemory(attachment, sizeof(*attachment));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,2020,*,,,0,"ZeroMemory(dependency, sizeof(*dependency));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,2044,*,,,0,"ZeroMemory(dependency, sizeof(*dependency));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,2151,*,,,0,"ZeroMemory(step, sizeof(*step));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,2173,*,,,0,"ZeroMemory(step, sizeof(*step));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,2215,*,,,0,"ZeroMemory(step, sizeof(*step));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,2242,*,,,0,"ZeroMemory(barrier, sizeof(*barrier));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,2276,*,,,0,"ZeroMemory(barrier, sizeof(*barrier));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,2331,*,,,0,"ZeroMemory(bundle, sizeof(*bundle));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,2341,*,,,0,"ZeroMemory(validation, sizeof(*validation));",no nearby overflow or range guard | multiplication can amplify overflow
50,realtime.c,realtime_count_array_objects,2428,*,,,0,"ZeroMemory(state, sizeof(*state));",no nearby overflow or range guard | multiplication can amplify overflow
50,reflection.c,kain_reflection_load_from_path,229,*,,,0,if (file_size <= 0 || file_size > 10 * 1024 * 1024) {,no nearby overflow or range guard | multiplication can amplify overflow
50,reflection.c,kain_reflection_get_type_count,456,*,,,0,int kain_reflection_get_type_count(const KainReflectionPayload* payload) {,no nearby overflow or range guard | multiplication can amplify overflow
50,reflection.c,kain_reflection_get_item_count,460,*,,,0,int kain_reflection_get_item_count(const KainReflectionPayload* payload) {,no nearby overflow or range guard | multiplication can amplify overflow
50,reflection.c,reflection_query_init,570,*,,,0,"ZeroMemory(query, sizeof(*query));",no nearby overflow or range guard | multiplication can amplify overflow
50,reflection.c,reflection_record_init,577,*,,,0,"ZeroMemory(record, sizeof(*record));",no nearby overflow or range guard | multiplication can amplify overflow
50,reflection.c,json_parse,803,*,,,0,"static int json_parse_string(JsonParser* parser, char* out, size_t out_size) {",no nearby overflow or range guard | multiplication can amplify overflow
50,reflection.c,json_parse,968,*,,,0,"static int reflection_ensure_type_capacity(KainReflectionPayload* payload, int min_capacity) {",no nearby overflow or range guard | multiplication can amplify overflow
50,reflection.c,json_parse,978,*,,,0,new_capacity *= 2;,no nearby overflow or range guard | multiplication can amplify overflow
50,reflection.c,json_parse,991,*,,,0,"static int reflection_ensure_item_capacity(KainReflectionPayload* payload, int min_capacity) {",no nearby overflow or range guard | multiplication can amplify overflow
50,reflection.c,json_parse,1001,*,,,0,new_capacity *= 2;,no nearby overflow or range guard | multiplication can amplify overflow
50,reflection.c,json_parse,1050,*,,,0,static uint64_t reflection_token_load_le64(const unsigned char* bytes) {,no nearby overflow or range guard | multiplication can amplify overflow
50,reflection.c,json_parse,1063,*,,,0,uint64_t folded0 = (lo ^ length) * magic;,no nearby overflow or range guard | multiplication can amplify overflow
50,reflection.c,json_parse,1430,+,,,0,"if (reflection_ensure_type_capacity(payload, payload->type_count + 1) != 0) {",no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,reflection.c,json_parse,1442,*,,,0,"ZeroMemory(schema, sizeof(*schema));",no nearby overflow or range guard | multiplication can amplify overflow
50,reflection.c,json_parse,1540,+,,,0,"if (reflection_ensure_item_capacity(payload, payload->item_count + 1) != 0) {",no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,reflection.c,json_parse,1552,*,,,0,"ZeroMemory(item, sizeof(*item));",no nearby overflow or range guard | multiplication can amplify overflow
50,reflection.c,reflection_copy_text,1780,*,,,0,"static void reflection_copy_text(char* out, size_t out_size, const char* text) {",no nearby overflow or range guard | multiplication can amplify overflow
50,renderer_backend.c,kain_renderer_backend_at,48,*,,,0,const KainRendererBackendDescriptor* kain_renderer_backend_at(size_t index) {,no nearby overflow or range guard | multiplication can amplify overflow
50,scene.c,runtime_append_text,13,*,,,0,"static int runtime_append_text(char* out, size_t out_cap, const char* text) {",no nearby overflow or range guard | multiplication can amplify overflow
50,scene.c,runtime_append_text,34,+,memcpy(,,0,"memcpy(out + offset, text, text_len);",no nearby overflow or range guard | size math feeds allocation or copy sink
50,scene.c,kain_scene_mutation_request_init,96,*,,,0,"ZeroMemory(request, sizeof(*request));",no nearby overflow or range guard | multiplication can amplify overflow
50,scene.c,kain_scene_mutation_receipt_init,103,*,,,0,"ZeroMemory(receipt, sizeof(*receipt));",no nearby overflow or range guard | multiplication can amplify overflow
50,scene.c,kain_scene_query_request_init,110,*,,,0,"ZeroMemory(request, sizeof(*request));",no nearby overflow or range guard | multiplication can amplify overflow
50,scene.c,kain_scene_query_result_init,118,*,,,0,"ZeroMemory(result, sizeof(*result));",no nearby overflow or range guard | multiplication can amplify overflow
50,scene.c,backend_descriptor_init,143,*,,,0,"ZeroMemory(descriptor, sizeof(*descriptor));",no nearby overflow or range guard | multiplication can amplify overflow
50,scene.c,display_descriptor_init,150,*,,,0,"ZeroMemory(descriptor, sizeof(*descriptor));",no nearby overflow or range guard | multiplication can amplify overflow
50,scene.c,device_descriptor_init,157,*,,,0,"ZeroMemory(descriptor, sizeof(*descriptor));",no nearby overflow or range guard | multiplication can amplify overflow
50,services.c,kain_copy_text,25,*,,,0,"static void kain_copy_text(char* out, size_t out_size, const char* text) {",no nearby overflow or range guard | multiplication can amplify overflow
50,services.c,kain_service_magic_prefix_state,74,*,,,0,uint64_t folded0 = (word0 ^ length) * magic;,no nearby overflow or range guard | multiplication can amplify overflow
50,services.c,kain_service_key_metadata_ascii_lower,84,*,,,0,"size_t* out_length,",no nearby overflow or range guard | multiplication can amplify overflow
